run,task,archive_url,archive_member_path,member_basename,content_length_uncompressed,content_length_compressed,sha256,fetch_timestamp_utc,zip_crc32
run1,DES_task_10_darktable_raw_tonecurve_recover,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_10_darktable_raw_tonecurve_recover/chat.jsonl,chat.jsonl,60294166,45117035,6cb3c4cf12da57c5071ff64f4f06dc107d635129eec5e54dd0a2765c15443cf4,2026-09-08T18:51:08Z,c46ef34e
run1,DES_task_10_darktable_raw_tonecurve_recover,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_10_darktable_raw_tonecurve_recover/results_manifest.txt,results_manifest.txt,5214,1032,c518049686b0f4a52e306ab9185737dd0b0b288438ee723367ee7fd311ead213,2026-09-08T18:32:01Z,bc5c7789
run1,DES_task_10_darktable_raw_tonecurve_recover,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_10_darktable_raw_tonecurve_recover/score.json,score.json,39634,8206,ef432213ab0c8768111bae3f96a39bdd5f2a1ca84d86ada738ce6642cc94679c,2026-09-08T18:32:04Z,f4caff44
run1,DES_task_11_inkscape_svgo_node_diet,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_11_inkscape_svgo_node_diet/chat.jsonl,chat.jsonl,262285,106687,3c0cae50e2fe2c9562d4e734b946a378383514212625416de4c87ab675b47e6a,2026-09-08T18:51:11Z,553d8bda
run1,DES_task_11_inkscape_svgo_node_diet,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_11_inkscape_svgo_node_diet/results_manifest.txt,results_manifest.txt,631,237,8ad42f0a0c501dd5b760e66995246b2b2431d875360333f931be7e720cb92856,2026-09-08T18:32:09Z,de97edb4
run1,DES_task_11_inkscape_svgo_node_diet,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_11_inkscape_svgo_node_diet/score.json,score.json,34301,6310,7133c3c665bd9551709be05e02c890a36e35fde54020caf255fad867f187cf51,2026-09-08T18:32:12Z,ffb7c3cc
run1,DES_task_13_cmyk_softproof_gamut,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_13_cmyk_softproof_gamut/chat.jsonl,chat.jsonl,6437126,4675618,83dc8ff73930fac4277a0cb37e978a75fdae980dbbc0ccf70d7551fa9f0a9680,2026-09-08T18:51:15Z,f6910b3c
run1,DES_task_13_cmyk_softproof_gamut,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_13_cmyk_softproof_gamut/results_manifest.txt,results_manifest.txt,1306,329,b209d1e813937db54cad39d04b7bb15d52eb4f35fda3d4459d31a95e0b65dc99,2026-09-08T18:32:14Z,bb0f6835
run1,DES_task_13_cmyk_softproof_gamut,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_13_cmyk_softproof_gamut/score.json,score.json,40504,7142,9819f14d781e9b864bc405e03b417ab01d352bc5b39dd912be432e778fdc76c3,2026-09-08T18:32:17Z,acccc054
run1,DES_task_15_blender_bpy_lookdev_eyedrop,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_15_blender_bpy_lookdev_eyedrop/results_manifest.txt,results_manifest.txt,267,125,269eadb144d1478adac80dd965f97b53b73affb7f5832e34bb68509e551767b3,2026-09-08T18:32:20Z,697bf27b
run1,DES_task_15_blender_bpy_lookdev_eyedrop,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_15_blender_bpy_lookdev_eyedrop/score.json,score.json,39270,6640,5e7b588541211e5ab6a351a79b5178bff60d1541511ec23988dfce7cac4e4276,2026-09-08T18:32:23Z,47145a21
run1,DES_task_1_heic_avif_batch,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_1_heic_avif_batch/chat.jsonl,chat.jsonl,3984232,2787227,9d08024ebea232d4fbec4724862b9507b6840c245d681591d35e7b9d0d872693,2026-09-08T18:51:18Z,019e26af
run1,DES_task_1_heic_avif_batch,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_1_heic_avif_batch/results_manifest.txt,results_manifest.txt,4138,869,1dd231f4b4b2bb62144195b5f0f36010f6180a505ec96cdd512f16e45a6f8597,2026-09-08T18:32:26Z,45c1a147
run1,DES_task_1_heic_avif_batch,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_1_heic_avif_batch/score.json,score.json,40133,7030,eb9f4856de43ca94f99d29b730bb54485b3c16cc713bc1fb4467b2ab47ef05e6,2026-09-08T18:32:29Z,a1a896af
run1,DES_task_1_okular_contract_review,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_1_okular_contract_review/results_manifest.txt,results_manifest.txt,2669,505,59ee3257d6d60faaabebfc0d937313d1b8e877de7feac8e2f21f17b22896e747,2026-09-08T18:32:32Z,ef4df059
run1,DES_task_1_okular_contract_review,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_1_okular_contract_review/score.json,score.json,26815,5437,4da5fe2899ac88ccac3981439d08bf35cb9314c9e59c9cef9872d7e2bb6be7ab,2026-09-08T18:32:34Z,b5b91d6e
run1,DES_task_2_colorblind_audit,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_2_colorblind_audit/results_manifest.txt,results_manifest.txt,1408,333,3ae89d72fffbe8d093e290c01355028af2536a18801c2322947def4bdb878e48,2026-09-08T18:32:37Z,0efd9766
run1,DES_task_2_colorblind_audit,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_2_colorblind_audit/score.json,score.json,33353,6205,78f4640aa5af20afe2fcdeee51184d08c64c4910d62a8ef8fbb42e4e2e423727,2026-09-08T18:32:40Z,57e17791
run1,DES_task_3_print_ready_cmyk,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_3_print_ready_cmyk/results_manifest.txt,results_manifest.txt,2621,670,6659d3ca4f4e86dcf391971353bf23fc68d9bd75f480d5c1608fe6259db727d1,2026-09-08T18:32:44Z,139e475c
run1,DES_task_3_print_ready_cmyk,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_3_print_ready_cmyk/score.json,score.json,33887,6908,95d4b00c793b4ebdc1db81b7c1be806db4a4424d107983a368d5cb11d94876a7,2026-09-08T18:32:46Z,58be0e9b
run1,DES_task_4_ai_photo_upscale,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_4_ai_photo_upscale/chat.jsonl,chat.jsonl,5796122,4184445,e68856dd47fdd62b25e016c365009696f3d3f3f472850973f1e2f6d027ca7fdb,2026-09-08T18:51:21Z,212e806a
run1,DES_task_4_ai_photo_upscale,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_4_ai_photo_upscale/results_manifest.txt,results_manifest.txt,2629,711,64d69335922efdc011e04cfa3b06379dcb1419145d497fc1aad9388660b4b67f,2026-09-08T18:32:50Z,d49209ef
run1,DES_task_4_ai_photo_upscale,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DES/DES_task_4_ai_photo_upscale/score.json,score.json,43764,7491,01616444bd6b823d7e2f7722cda32c821230594c723ffda489c8cdadaa225595,2026-09-08T18:32:52Z,13059f98
run1,DOC_task_0_latex_layout_fix,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DOC/DOC_task_0_latex_layout_fix/chat.jsonl,chat.jsonl,4879546,3452924,c71fde2514750ecf6ef9dba95ca3bddf43a630eeaf42489e5ff2afebd53dbf4f,2026-09-08T18:51:25Z,067c282f
run1,DOC_task_0_latex_layout_fix,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DOC/DOC_task_0_latex_layout_fix/results_manifest.txt,results_manifest.txt,1301,330,5e22e38601da8ce65b4f0a350c63b83d56bf8c081961dbc55c93d7e99ca9dc60,2026-09-08T18:32:56Z,63cef1dd
run1,DOC_task_0_latex_layout_fix,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DOC/DOC_task_0_latex_layout_fix/score.json,score.json,20733,4711,9793f23740599dad0564d56e4fdb5572e017620ddd6866f42ac03a634037ad70,2026-09-08T18:32:59Z,735b563b
run1,DOC_task_10_lo_writer_trackchanges_audit,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DOC/DOC_task_10_lo_writer_trackchanges_audit/chat.jsonl,chat.jsonl,49718329,37329253,de9c6400aac4f9855a860ba5ae2c5f137f2a9a9f7b06b3c0688bc8ea640bac08,2026-09-08T18:51:35Z,b60456d1
run1,DOC_task_10_lo_writer_trackchanges_audit,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DOC/DOC_task_10_lo_writer_trackchanges_audit/results_manifest.txt,results_manifest.txt,3571,719,3b881accd19748b7ddbe6f724da2f72c13b6881649ae4d5a7002bff172455ad8,2026-09-08T18:33:04Z,665f02a9
run1,DOC_task_10_lo_writer_trackchanges_audit,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DOC/DOC_task_10_lo_writer_trackchanges_audit/score.json,score.json,38206,7683,20d8dad6227da2b06def019e4080fcdfb383fcf72e1c581cf23417bcd8d2aa7a,2026-09-08T18:33:06Z,900ad52d
run1,DOC_task_12_pdf_redaction_leakage_audit,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DOC/DOC_task_12_pdf_redaction_leakage_audit/chat.jsonl,chat.jsonl,3981116,2862210,c0950678908abdbd60f4f7e222627822da0647f6d2befb53f7e9de834273deb7,2026-09-08T18:51:39Z,ef515533
run1,DOC_task_12_pdf_redaction_leakage_audit,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DOC/DOC_task_12_pdf_redaction_leakage_audit/results_manifest.txt,results_manifest.txt,2709,659,122cbe50259dbcc9df175cac415d4d9eb512f0f54089ca401d3d4fb9dfbee010,2026-09-08T18:33:09Z,d231e714
run1,DOC_task_12_pdf_redaction_leakage_audit,https://huggingface.co/datasets/wanlilll/weavebench-traj/resolve/main/gpt-5.4/deliver_low_run1.zip,results/gpt54_low_231/gui/gpt-5.4/DOC/DOC_task_12_pdf_redaction_leakage_audit/score.json,score.json,37938,7172,1bd350c7c48ee7836445d4ad4ef197aac360c08b153a352de977d86daff72fe7,2026-09-08T18:33:12Z,e337f239
