run,task,domain,case_id,quote_id,current_R_level,capture_channel,current_scene_class,source_confidence,source_kind,ambiguity_reason,bundle_id,bundle_fields,missing_field_category,would_field_resolve_historical_case,eligible,evidence_refs,notes
run1,DAV_task_11_dbt_lineage_docs_cycle,DAV,run1:DAV_task_11_dbt_lineage_docs_cycle:view_dbt_column_lineage.png@e133,,2,browser,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_labels,WINDOW_TITLE+WM_CLASS,WINDOW_TITLE,no,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_dbt_column_lineage.png->event:133:exec|EXACT|event:133:browser_shot);DELIVERED_AS(/tmp_workspace/results/view_dbt_column_lineage.png->view_dbt_column_lineage.png|EXACT|results_manifest),"human-readable labels narrow the candidate set but never bind the scene, and both are agent-choosable"
run1,DAV_task_11_dbt_lineage_docs_cycle,DAV,run1:DAV_task_11_dbt_lineage_docs_cycle:view_dbt_column_lineage.png@e133,,2,browser,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_labels,WINDOW_TITLE+WM_CLASS,WM_CLASS,no,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_dbt_column_lineage.png->event:133:exec|EXACT|event:133:browser_shot);DELIVERED_AS(/tmp_workspace/results/view_dbt_column_lineage.png->view_dbt_column_lineage.png|EXACT|results_manifest),"human-readable labels narrow the candidate set but never bind the scene, and both are agent-choosable"
run1,DAV_task_11_dbt_lineage_docs_cycle,DAV,run1:DAV_task_11_dbt_lineage_docs_cycle:view_dbt_column_lineage.png@e133,,2,browser,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_browser,BROWSER_TAB_ID+BROWSER_URL+ACTIVE_WINDOW_IDENTITY,BROWSER_TAB_ID,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_dbt_column_lineage.png->event:133:exec|EXACT|event:133:browser_shot);DELIVERED_AS(/tmp_workspace/results/view_dbt_column_lineage.png->view_dbt_column_lineage.png|EXACT|results_manifest),"the tab and URL actually foreground at capture time, plus evidence the browser window itself was foreground"
run1,DAV_task_11_dbt_lineage_docs_cycle,DAV,run1:DAV_task_11_dbt_lineage_docs_cycle:view_dbt_column_lineage.png@e133,,2,browser,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_browser,BROWSER_TAB_ID+BROWSER_URL+ACTIVE_WINDOW_IDENTITY,BROWSER_URL,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_dbt_column_lineage.png->event:133:exec|EXACT|event:133:browser_shot);DELIVERED_AS(/tmp_workspace/results/view_dbt_column_lineage.png->view_dbt_column_lineage.png|EXACT|results_manifest),"the tab and URL actually foreground at capture time, plus evidence the browser window itself was foreground"
run1,DAV_task_11_dbt_lineage_docs_cycle,DAV,run1:DAV_task_11_dbt_lineage_docs_cycle:view_dbt_column_lineage.png@e133,,2,browser,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_browser,BROWSER_TAB_ID+BROWSER_URL+ACTIVE_WINDOW_IDENTITY,ACTIVE_WINDOW_IDENTITY,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_dbt_column_lineage.png->event:133:exec|EXACT|event:133:browser_shot);DELIVERED_AS(/tmp_workspace/results/view_dbt_column_lineage.png->view_dbt_column_lineage.png|EXACT|results_manifest),"the tab and URL actually foreground at capture time, plus evidence the browser window itself was foreground"
run1,DAV_task_11_dbt_lineage_docs_cycle,DAV,run1:DAV_task_11_dbt_lineage_docs_cycle:view_dbt_column_lineage.png@e133,,2,browser,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_browser_weak,BROWSER_URL,BROWSER_URL,uncertain,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_dbt_column_lineage.png->event:133:exec|EXACT|event:133:browser_shot);DELIVERED_AS(/tmp_workspace/results/view_dbt_column_lineage.png->view_dbt_column_lineage.png|EXACT|results_manifest),a launch-time URL is not the URL displayed at capture time
run1,DAV_task_11_dbt_lineage_docs_cycle,DAV,run1:DAV_task_11_dbt_lineage_docs_cycle:view_dbt_column_lineage.png@e133,,2,browser,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_trigger,CAPTURE_TRIGGER_ACTION_ID,CAPTURE_TRIGGER_ACTION_ID,no,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_dbt_column_lineage.png->event:133:exec|EXACT|event:133:browser_shot);DELIVERED_AS(/tmp_workspace/results/view_dbt_column_lineage.png->view_dbt_column_lineage.png|EXACT|results_manifest),binds the image file to the triggering action but says nothing about the scene
run1,DAV_task_11_dbt_lineage_docs_cycle,DAV,run1:DAV_task_11_dbt_lineage_docs_cycle:view_dbt_column_lineage.png@e133,,2,browser,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_target_def,TARGET_APPLICATION_IDENTITY,TARGET_APPLICATION_IDENTITY,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_dbt_column_lineage.png->event:133:exec|EXACT|event:133:browser_shot);DELIVERED_AS(/tmp_workspace/results/view_dbt_column_lineage.png->view_dbt_column_lineage.png|EXACT|results_manifest),"task specification names no application, so no capture-side field can decide target vs substitute for this case"
run1,DAV_task_11_dbt_lineage_docs_cycle,DAV,run1:DAV_task_11_dbt_lineage_docs_cycle:view_dbt_column_lineage_after.png@e133,,2,browser,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_composite,VISIBLE_WINDOW_SET+Z_ORDER+CAPTURE_REGION+WINDOW_GEOMETRY,VISIBLE_WINDOW_SET,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_dbt_column_lineage_after.png->event:133:exec|EXACT|event:133:browser_shot);DELIVERED_AS(/tmp_workspace/results/view_dbt_column_lineage_after.png->view_dbt_column_lineage_after.png|EXACT|results_manifest),"enumerating mapped windows with stacking and the captured rectangle bounds what the pixels could depict, including composite scenes"
run1,DAV_task_11_dbt_lineage_docs_cycle,DAV,run1:DAV_task_11_dbt_lineage_docs_cycle:view_dbt_column_lineage_after.png@e133,,2,browser,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_composite,VISIBLE_WINDOW_SET+Z_ORDER+CAPTURE_REGION+WINDOW_GEOMETRY,Z_ORDER,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_dbt_column_lineage_after.png->event:133:exec|EXACT|event:133:browser_shot);DELIVERED_AS(/tmp_workspace/results/view_dbt_column_lineage_after.png->view_dbt_column_lineage_after.png|EXACT|results_manifest),"enumerating mapped windows with stacking and the captured rectangle bounds what the pixels could depict, including composite scenes"
run1,DAV_task_11_dbt_lineage_docs_cycle,DAV,run1:DAV_task_11_dbt_lineage_docs_cycle:view_dbt_column_lineage_after.png@e133,,2,browser,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_composite,VISIBLE_WINDOW_SET+Z_ORDER+CAPTURE_REGION+WINDOW_GEOMETRY,CAPTURE_REGION,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_dbt_column_lineage_after.png->event:133:exec|EXACT|event:133:browser_shot);DELIVERED_AS(/tmp_workspace/results/view_dbt_column_lineage_after.png->view_dbt_column_lineage_after.png|EXACT|results_manifest),"enumerating mapped windows with stacking and the captured rectangle bounds what the pixels could depict, including composite scenes"
run1,DAV_task_11_dbt_lineage_docs_cycle,DAV,run1:DAV_task_11_dbt_lineage_docs_cycle:view_dbt_column_lineage_after.png@e133,,2,browser,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_composite,VISIBLE_WINDOW_SET+Z_ORDER+CAPTURE_REGION+WINDOW_GEOMETRY,WINDOW_GEOMETRY,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_dbt_column_lineage_after.png->event:133:exec|EXACT|event:133:browser_shot);DELIVERED_AS(/tmp_workspace/results/view_dbt_column_lineage_after.png->view_dbt_column_lineage_after.png|EXACT|results_manifest),"enumerating mapped windows with stacking and the captured rectangle bounds what the pixels could depict, including composite scenes"
run1,DAV_task_11_dbt_lineage_docs_cycle,DAV,run1:DAV_task_11_dbt_lineage_docs_cycle:view_dbt_column_lineage_after.png@e133,,2,browser,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_focus,ACTIVE_WINDOW_IDENTITY+ACTIVE_PID+CAPTURE_REGION,ACTIVE_WINDOW_IDENTITY,uncertain,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_dbt_column_lineage_after.png->event:133:exec|EXACT|event:133:browser_shot);DELIVERED_AS(/tmp_workspace/results/view_dbt_column_lineage_after.png->view_dbt_column_lineage_after.png|EXACT|results_manifest),"names the foreground owner, but a full-screen grab may still contain other windows; decisive only for a window-scoped capture"
run1,DAV_task_11_dbt_lineage_docs_cycle,DAV,run1:DAV_task_11_dbt_lineage_docs_cycle:view_dbt_column_lineage_after.png@e133,,2,browser,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_focus,ACTIVE_WINDOW_IDENTITY+ACTIVE_PID+CAPTURE_REGION,ACTIVE_PID,uncertain,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_dbt_column_lineage_after.png->event:133:exec|EXACT|event:133:browser_shot);DELIVERED_AS(/tmp_workspace/results/view_dbt_column_lineage_after.png->view_dbt_column_lineage_after.png|EXACT|results_manifest),"names the foreground owner, but a full-screen grab may still contain other windows; decisive only for a window-scoped capture"
run1,DAV_task_11_dbt_lineage_docs_cycle,DAV,run1:DAV_task_11_dbt_lineage_docs_cycle:view_dbt_column_lineage_after.png@e133,,2,browser,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_focus,ACTIVE_WINDOW_IDENTITY+ACTIVE_PID+CAPTURE_REGION,CAPTURE_REGION,uncertain,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_dbt_column_lineage_after.png->event:133:exec|EXACT|event:133:browser_shot);DELIVERED_AS(/tmp_workspace/results/view_dbt_column_lineage_after.png->view_dbt_column_lineage_after.png|EXACT|results_manifest),"names the foreground owner, but a full-screen grab may still contain other windows; decisive only for a window-scoped capture"
run1,DAV_task_11_dbt_lineage_docs_cycle,DAV,run1:DAV_task_11_dbt_lineage_docs_cycle:view_dbt_column_lineage_after.png@e133,,2,browser,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_labels,WINDOW_TITLE+WM_CLASS,WINDOW_TITLE,no,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_dbt_column_lineage_after.png->event:133:exec|EXACT|event:133:browser_shot);DELIVERED_AS(/tmp_workspace/results/view_dbt_column_lineage_after.png->view_dbt_column_lineage_after.png|EXACT|results_manifest),"human-readable labels narrow the candidate set but never bind the scene, and both are agent-choosable"
run1,DAV_task_11_dbt_lineage_docs_cycle,DAV,run1:DAV_task_11_dbt_lineage_docs_cycle:view_dbt_column_lineage_after.png@e133,,2,browser,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_labels,WINDOW_TITLE+WM_CLASS,WM_CLASS,no,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_dbt_column_lineage_after.png->event:133:exec|EXACT|event:133:browser_shot);DELIVERED_AS(/tmp_workspace/results/view_dbt_column_lineage_after.png->view_dbt_column_lineage_after.png|EXACT|results_manifest),"human-readable labels narrow the candidate set but never bind the scene, and both are agent-choosable"
run1,DAV_task_11_dbt_lineage_docs_cycle,DAV,run1:DAV_task_11_dbt_lineage_docs_cycle:view_dbt_column_lineage_after.png@e133,,2,browser,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_browser,BROWSER_TAB_ID+BROWSER_URL+ACTIVE_WINDOW_IDENTITY,BROWSER_TAB_ID,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_dbt_column_lineage_after.png->event:133:exec|EXACT|event:133:browser_shot);DELIVERED_AS(/tmp_workspace/results/view_dbt_column_lineage_after.png->view_dbt_column_lineage_after.png|EXACT|results_manifest),"the tab and URL actually foreground at capture time, plus evidence the browser window itself was foreground"
